,,Similarity
ISOVG規格外 対象設備 ある,ISOVG規格外 継続使用可能な状態 ある,0.723754076395
水分値 汚染 良好,良好水分値 留まる,0.723689042706
良好水分値 留まる,良好水分値 良好重量汚染度 ある,0.723689042706
摩耗進行速度 摩耗形態の中 マイルド摩耗 速い,摩耗形態の中 切削摩耗 速い,0.723380660912
メタル 軸受メタル 粗い,軸受メタルの摩耗 メタル 進行する,0.723231945685
フィルタ表面の異物観察 変化 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 継続使用可能な状態 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 潤滑状態 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 水分 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 砂 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 鉄錆 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 異物の混入 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 . ある,フィルタ表面の異物観察 汚染粒子数 NAS級 ある,0.722896566426
フィルタ表面の異物観察 計数汚染度 ある,フィルタ表面の異物観察 . ある,0.722896566426
フィルタ表面の異物観察 . ある,フィルタ表面の異物観察 注意領域 NAS級 ある,0.722896566426
砂 フィルタ表面の異物観察 検出する,黒色の固形物 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,炭素の微粒子 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆等 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面 茶褐色 検出されたフィルタ表面の異物観察 なる,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,鉄錆 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆等 検出されたフィルタ表面の異物観察 混合する,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 ・フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,黒錆 表面 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,黒色の異物 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,粘ちょう物等 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,粘ちょう物 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,白色の樹脂 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 ・フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
金属片 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
スラッジ フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,大型の摩耗粒子 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,鉄錆等 表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,黒錆 鉄錆 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,黒錆 金属片 フィルタ表面の異物観察 検出する,0.722896566426
銅合金 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
白色の樹脂 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
粘ちょう物 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,鉄錆 ・フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,砂 ・フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,白色の樹脂 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 潤滑状態 ある,フィルタ表面の異物観察 砂 ある,0.722896566426
表面 フィルタ表面の異物観察 検出する,黒色の固形物 フィルタ表面の異物観察 検出する,0.722896566426
表面 フィルタ表面の異物観察 検出する,炭素の微粒子 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 砂 ある,フィルタ表面の異物観察 注意領域 NAS級 ある,0.722896566426
砂 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,黒色の異物 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,炭素の微粒子 フィルタ表面の異物観察 検出する,0.722896566426
表面 フィルタ表面の異物観察 検出する,大型の摩耗粒子 フィルタ表面の異物観察 検出する,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,黒色の固形物 フィルタ表面の異物観察 検出する,0.722896566426
表面 フィルタ表面の異物観察 検出する,黒色の異物 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 鉄錆 ある,フィルタ表面の異物観察 注意領域 NAS級 ある,0.722896566426
砂 フィルタ表面の異物観察 検出する,大型の摩耗粒子 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,粘ちょう物等 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,鉄錆等 表面 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 鉄錆 ある,フィルタ表面の異物観察 汚染粒子数 NAS級 ある,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,黒錆 表面 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 異物の混入 ある,フィルタ表面の異物観察 鉄錆 ある,0.722896566426
鉄錆 フィルタ表面の異物観察 検出する,黒錆 金属片 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 鉄錆 ある,フィルタ表面の異物観察 砂 ある,0.722896566426
フィルタ表面の異物観察 異物の混入 ある,フィルタ表面の異物観察 砂 ある,0.722896566426
フィルタ表面の異物観察 潤滑状態 ある,フィルタ表面の異物観察 鉄錆 ある,0.722896566426
フィルタ表面の異物観察 砂 ある,フィルタ表面の異物観察 汚染粒子数 NAS級 ある,0.722896566426
フィルタ表面の異物観察 継続使用可能な状態 ある,フィルタ表面の異物観察 砂 ある,0.722896566426
粘ちょう物等 フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 検出する,0.722896566426
砂 フィルタ表面の異物観察 検出する,粘ちょう物 フィルタ表面の異物観察 検出する,0.722896566426
フィルタ表面の異物観察 継続使用可能な状態 ある,フィルタ表面の異物観察 鉄錆 ある,0.722896566426
表面 フィルタ表面の異物観察 検出する,黒錆 鉄錆 フィルタ表面の異物観察 検出する,0.722896566426
表面 フィルタ表面の異物観察 検出する,黒錆 金属片 フィルタ表面の異物観察 検出する,0.722896566426
当該機の軸受メタル 深い,軸受 深い,0.722586457174
スラストメタル 深い,軸受 深い,0.722586457174
スラスト軸受 深い,軸受 深い,0.722586457174
軸受 深い,摩耗した場合 深い,0.722586457174
軸受 深い,軸受メタルの摩耗メタル 深い,0.722586457174
軸受表面 深い,軸受 深い,0.722586457174
軸受 深い,油量L 軸受メタル 深い,0.722586457174
摩耗 深い,軸受 深い,0.722586457174
軸受 深い,錫濃度 軸受メタル 深い,0.722586457174
コーンディスク表面 深い,軸受 深い,0.722586457174
軸受メタル 深い,軸受 深い,0.722586457174
メタル 深い,軸受 深い,0.722586457174
本の摩耗痕 深い,軸受 深い,0.722586457174
メタルの摩耗軸受メタルの摩耗 メタルの主成分である錫 進行する,軸受メタルの摩耗 メタルの主成分である錫 進行する,0.722403256479
軸受メタルの摩耗 メタルの主成分である錫 進行する,軸受の摩耗軸受メタルの摩耗 メタルの主成分である錫 進行する,0.722403256479
外部混入異物 NAS級 カルシウム ある,カルシウム NAS級 到達する,0.722381081268
外部 錫 黒錆 混入する,ppm ppm 錫 黒錆 混入する,0.722377624509
SOAP-T 油 一致する,SOAP-T 油 異なる,0.722202570782
亜鉛系添加剤の影響 潤滑油冷却器の配管 配管取付け部 溶出する,・亜鉛系添加剤の影響 潤滑油冷却器の配管 高温 溶出する,0.721357830001
ppm 銅 鉄 検出する,ppm 銅 鉛 検出する,0.721150532539
ppm 銅 鉛 検出する,ppm 銅 カルシウム 検出する,0.721150532539
ppm 銅 鉛 検出する,ppm 銅 クランクメタルの摩耗SOAP-T 検出する,0.721150532539
ppm 銅 カルシウム 検出する,ppm 銅 クランクメタルの摩耗SOAP-T 検出する,0.721150532539
ppm 錫 亜鉛 検出する,ppm 鉛 亜鉛 検出する,0.721150532539
ppm 銅 鉛 検出する,ppm 銅 メタルの摩耗SOAP-T 検出する,0.721150532539
ppm 銅 亜鉛 検出する,ppm 銅 カルシウム 検出する,0.721150532539
ppm 鉛 銅 検出する,ppm 銅 メタルの摩耗SOAP-T 検出する,0.721150532539
ppm 銅 アンチモン 検出する,ppm 銅 カルシウム 検出する,0.721150532539
ppm 鉛 銅 検出する,ppm 銅 カルシウム 検出する,0.721150532539
ppm 鉛 銅 検出する,ppm 銅 クランクメタルの摩耗SOAP-T 検出する,0.721150532539
ppm 銅 クロム 検出する,ppm 銅 カルシウム 検出する,0.721150532539
局部的なフレーキング 発生する,局部的な接触 発生する,0.721150532539
.ppm ナトリウム 検出する,カルシウム .ppm 検出する,0.721150532539
.ppm バリウム 検出する,カルシウム .ppm 検出する,0.721150532539
ppm 錫 銅 検出する,ppm 銅 メタルの摩耗SOAP-T 検出する,0.721150532539
ppm 銅 鉄 検出する,ppm 銅 カルシウム 検出する,0.721150532539
.ppm 亜鉛 検出する,カルシウム .ppm 検出する,0.721150532539
局部的な油膜切れ 機器内部 発生する,局部的な接触 発生する,0.721150532539
局部的な油膜切れ 発生する,局部的な接触 発生する,0.721150532539
ppm 錫 銅 検出する,ppm 鉛 銅 検出する,0.721150532539
ppm 錫 銅 検出する,ppm 銅 クランクメタルの摩耗SOAP-T 検出する,0.721150532539
ppm 錫 銅 検出する,ppm 銅 カルシウム 検出する,0.721150532539
ppm 銅 カルシウム 検出する,ppm 銅 メタルの摩耗SOAP-T 検出する,0.721150532539
ppm 錫 銅 検出する,ppm 銅 鉛 検出する,0.721150532539
ppm 錫 ナトリウム 検出する,ppm 鉛 ナトリウム 検出する,0.721150532539
機械部品 オイル添加剤 油 含む,機械部品 添加剤 含む,0.721143510586
機械部品 添加剤 含む,機械部品 油の添加剤成分 含む,0.721143510586
機械部品 使用油であるFBKタービン 含む,機械部品 添加剤 含む,0.721143510586
金属接触 厳しい,水分 金属接触 吸収する,0.721057054349
異物 摩耗粒子 噛む,油中の異物 軸受軌道面 噛む,0.721057054349
異物 摩耗粒子 噛む,異物の夾雑物 潤滑面 噛む,0.721057054349
異物 摩耗粒子 噛む,観察された異物 ギヤ歯面 噛む,0.721057054349
異物 摩耗粒子 噛む,油中の異物 ギヤ歯面 噛む,0.721057054349
異物 潤滑摺動部 噛む,異物 摩耗粒子 噛む,0.721057054349
劣化の兆候 現れる,油 劣化 劣化する,0.721057054349
軌道面 噛む,軌道面の圧力 耐える,0.721057054349
金属接触 厳しい,錫 金属接触 混入する,0.721057054349
硬い異物 噛む,異物 摩耗粒子 噛む,0.721057054349
異物 軸受 ギヤ歯面 噛む,異物 摩耗粒子 噛む,0.721057054349
異物 摩耗粒子 噛む,異物の夾雑物 潤滑部 噛む,0.721057054349
異物 潤滑状態 ある,異物 潤滑状態 厳しい,0.721057054349
潤滑油の劣化 ある,油 劣化 劣化する,0.721057054349
摩耗 軌道面 発生する,軌道面 噛む,0.721057054349
潤滑油の劣化 ある,油 劣化する,0.721057054349
異物 マイルド摩耗粒子 噛む,異物 摩耗粒子 噛む,0.721057054349
劣化の兆候 現れる,油 劣化する,0.721057054349
油 劣化 劣化する,更油潤滑油 劣化する,0.721057054349
金属接触 厳しい,鉄 金属接触 混入する,0.721057054349
油 劣化する,潤滑油 旋回振動 劣化する,0.721057054349
劣化 検出する,油 劣化する,0.721057054349
劣化 検出する,油 劣化 劣化する,0.721057054349
異物 潤滑状態 厳しい,異物 多く観察された粒子 厳しい,0.721057054349
エンジンオイル 劣化する,油 劣化する,0.721057054349
異物 潤滑状態 厳しい,異物 厳しい凝着摩耗 混入する,0.721057054349
潤滑油 劣化する,油 劣化する,0.721057054349
異物 潤滑状態 厳しい,異物 検出された金属 厳しい,0.721057054349
異物 疲労摩耗粒子 噛む,異物 摩耗粒子 噛む,0.721057054349
潤滑油 劣化する,油 劣化 劣化する,0.721057054349
異物 シビア粒子 噛む,異物 摩耗粒子 噛む,0.721057054349
異物 潤滑状態 厳しい,混入した異物 潤滑状態 ある,0.721057054349
異物 観察された粒子 厳しい,異物 潤滑状態 厳しい,0.721057054349
金属接触 厳しい,外部 金属接触 混入する,0.721057054349
金属接触 厳しい,銅ppm 金属接触 混入する,0.721057054349
摩擦熱 金属接触 高い,金属接触 厳しい,0.721057054349
観察された異物 軸受軌道面 噛む,異物 摩耗粒子 噛む,0.721057054349
軌道面 噛む,金属同士 軌道面 接触する,0.721057054349
油 劣化する,更油潤滑油 劣化する,0.721057054349
油 劣化する,基油 酸化防止剤 劣化する,0.721057054349
異物 潤滑状態 厳しい,異物 厳しい状態 ある,0.721057054349
油 劣化 劣化する,潤滑油 旋回振動 劣化する,0.721057054349
摩耗粒子 異物 なる,異物 摩耗粒子 噛む,0.721057054349
軌道面 噛む,潤滑油 軌道面 押し込める,0.721057054349
金属接触 厳しい,金属接触 水分 増大する,0.721057054349
劣化した場合 発生する,油 劣化する,0.721057054349
異物 摩耗粒子 噛む,油中の異物 軸受摺動面 噛む,0.721057054349
軌道面 噛む,軌道面の油膜 破断する,0.721057054349
油 劣化 劣化する,基油 酸化防止剤 劣化する,0.721057054349
観察された異物 軸受摺動面 噛む,異物 摩耗粒子 噛む,0.721057054349
濃度 SOAP-T 低下する,カルシウム SOAP-T 低下する,0.721051610828
油中の汚染度 増加する,油中の汚染度 カルシウム 高い,0.720986763114
油中の汚染度 増加する,油中の汚染度 錆 高い,0.720986763114
油中の汚染度 増加する,油中の汚染度 障害 高い,0.720986763114
油中の汚染度 減速機 高い,油中の汚染度 増加する,0.720986763114
油中の汚染度 増加する,油中の汚染度 ISOVG規格外 高い,0.720986763114
油中の汚染度 潤滑油 高い,油中の汚染度 増加する,0.720986763114
油中の汚染度 高い,油中の汚染度 増加する,0.720986763114
油中の汚染度 汚染粒子数 高い,油中の汚染度 増加する,0.720986763114
油中の汚染度 増加する,油中の汚染度 酸化防止剤 高い,0.720986763114
フィルタ表面の異物観察 鉄錆 軸受寿命の指標 する,フィルタ表面の異物観察 鉄系摩耗粒子 軸受寿命の指標 する,0.720947362754
切削粒子 異物 多い,切削粒子・異物 起因する,0.720895310199
ppm 外部 錫 フリクションポリマ 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 鉄 砂 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 外部 亜鉛 カルシウム 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 鉄 砂 混入する,ppm 錫 砂 混入する,0.720713350342
ppm 外部 カルシウム ニッケル 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 金属接触 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉛 鉄 混入する,0.720713350342
ppm 外部 鉄 錫 混入する,ppm 錫 鉄錆 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 カルシウム 鉄錆 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 亜鉛 鉄錆 混入する,0.720713350342
ppm 外部 鉛 錫 混入する,ppm 錫 鉄錆 混入する,0.720713350342
ppm 外部 鉛 錫 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 ニッケル 鉄錆 混入する,0.720713350342
ppm 鉄 錫 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 鉛 錫 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 外部 鉄 鉛 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,.ppm ppm 錫 鉄 混入する,0.720713350342
ppm ppm 鉛 フリクションポリマ 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 フリクションポリマ 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 外部 鉛 砂 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 鉛 砂 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 亜鉛 鉄錆 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,.ppm ppm 鉛 錫 混入する,0.720713350342
ppm ppm ホウ素 カルシウム 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 外部 鉄 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm ニッケル 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 鉛 黒錆 混入する,0.720713350342
ppm 錫 砂 混入する,.ppm ppm 鉄 錫 混入する,0.720713350342
ppm 錫 砂 混入する,.ppm ppm 鉛 錫 混入する,0.720713350342
ppm 錫 砂 混入する,.ppm ppm 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,.ppm ppm 錫 鉄 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,.ppm ppm 鉛 鉄 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 カルシウム 鉄錆 混入する,0.720713350342
ppm 外部 鉛 フリクションポリマ 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,.ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,.ppm ppm アンチモン 鉛 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,.ppm ppm 鉛 鉄 混入する,0.720713350342
ppm 外部 鉄 錫 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 鉛 フリクションポリマ 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm カルシウム 鉄錆 混入する,ppm 外部 ニッケル カルシウム 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,.ppm ppm アンチモン 鉛 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,.ppm ppm 鉛 錫 混入する,0.720713350342
ppm 錫 鉄錆 混入する,.ppm ppm 鉄 錫 混入する,0.720713350342
ppm ppm ニッケル 鉛 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 亜鉛 錫 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 クロム 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉛 フリクションポリマ 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉄 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 ニッケル 砂 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉄 砂 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 錫 フリクションポリマ 混入する,0.720713350342
ppm ppm 鉄 砂 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 錫 鉄 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 銅 錫 混入する,0.720713350342
ppm ppm カルシウム 鉄 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 亜鉛 錫 混入する,0.720713350342
ppm 外部 カルシウム 鉄 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 ニッケル 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 錫 鉛 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 鉛 銅 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 錫 黒錆 混入する,0.720713350342
ppm ppm カルシウム 亜鉛 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 外部 銅 鉛 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 外部 銅 鉛 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 亜鉛 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,.ppm ppm 鉛 鉄 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,.ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,.ppm ppm アンチモン 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,.ppm ppm 鉛 錫 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉛 黒錆 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 亜鉛 鉛 混入する,0.720713350342
ppm 外部 銅 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 鉛 銅 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm 鉛 砂 混入する,ppm 外部 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 錫 黒錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,ppm 外部 亜鉛 鉄錆 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 銅 錫 混入する,0.720713350342
ppm ppm 亜鉛 カルシウム 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,.ppm ppm 鉄 錫 混入する,0.720713350342
ppm 外部 錫 ニッケル 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 錫 ニッケル 混入する,ppm 錫 鉄錆 混入する,0.720713350342
ppm 外部 錫 ニッケル 混入する,ppm 錫 砂 混入する,0.720713350342
ppm 鉛 鉄錆 混入する,ppm 外部 錫 鉛 混入する,0.720713350342
ppm 外部 鉄 カルシウム 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 銅 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 鉛 鉄 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 カルシウム 亜鉛 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 外部 クロム 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 錫 黒錆 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 錫 鉄 混入する,0.720713350342
ppm ppm カルシウム フリクションポリマ 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 鉄錆 混入する,.ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 鉛 黒錆 混入する,0.720713350342
ppm ppm 亜鉛 鉄錆 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 錫 鉄 混入する,0.720713350342
ppm ppm ニッケル 鉄錆 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 亜鉛 鉛 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 亜鉛 錫 混入する,0.720713350342
ppm 錫 鉄錆 混入する,.ppm ppm 錫 鉄 混入する,0.720713350342
ppm 外部 ホウ素 カルシウム 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm ppm 錫 鉛 混入する,ppm 外部 銅 錫 混入する,0.720713350342
ppm 外部 鉛 銅 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 鉛 金属接触 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 外部 クロム 鉛 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 銅 鉛 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm 鉄 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm 銅 鉛 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 錫 フリクションポリマ 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 ニッケル 砂 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 鉛 砂 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 鉄 砂 混入する,0.720713350342
ppm 錫 砂 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 錫 鉄 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 錫 鉄錆 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 鉛 錫 混入する,0.720713350342
ppm 錫 砂 混入する,ppm 外部 鉄 錫 混入する,0.720713350342
ppm 外部 鉛 鉄 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm 鉛 フリクションポリマ 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
ppm 外部 カルシウム フリクションポリマ 混入する,ppm ppm カルシウム 鉄錆 混入する,0.720713350342
ppm 鉛 フリクションポリマ 混入する,ppm 鉛 鉄錆 混入する,0.720713350342
ppm ppm カルシウム 鉄錆 混入する,ppm 外部 亜鉛 鉄錆 混入する,0.720713350342
ppm 外部 鉛 鉄 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm ppm カルシウム 鉄錆 混入する,ppm 外部 ニッケル 鉄錆 混入する,0.720713350342
ppm 鉛 フリクションポリマ 混入する,ppm ppm 錫 鉛 混入する,0.720713350342
ppm 銅 鉛 混入する,ppm ppm 鉛 砂 混入する,0.720713350342
停止回数 流体潤滑 多い,停止回数 軸受メタル 多い,0.720574773468
外部混入異物 NAS級 カルシウム ある,外部混入異物 当社推奨の管理限界値NAS級以下 カルシウム ある,0.720549032672
ppm 鉄 金属接触 混入する,外部 鉄 金属接触 混入する,0.720461469893
ppm ppm 鉄 金属接触 混入する,外部 鉄 金属接触 混入する,0.720461469893
銅 鉄 金属元素 混入する,外部 鉄 銅 混入する,0.720461469893
汚染度 潤滑面 外部混入異物 高い,汚染度 異物 外部混入異物 高い,0.720461469893
ppm ppm 亜鉛 鉄 混入する,外部 亜鉛 鉄 混入する,0.720461469893
外部 亜鉛 鉄 混入する,.ppm ppm 亜鉛 鉄 混入する,0.720461469893
観察されたシビア粒子 懸念する,シビア粒子 観察された摩耗粒子 認める,0.720461469893
ppm ppm 亜鉛 鉄 混入する,外部 鉄 亜鉛 混入する,0.720461469893
外部 鉄 亜鉛 混入する,.ppm ppm 亜鉛 鉄 混入する,0.720461469893
