名詞クラス,名詞,co_freq
物質,通常潤滑油,1
物質,通常.MPa,1
物質,軸受腐食,1
物質,赤錆黒錆,1
物質,診断結果酸化,1
物質,診断目的潤滑油,1
物質,至急精点B,1
物質,腐食摩耗水分,1
物質,考察水車軸受潤滑油,1
物質,考察フレッティング摩耗精点B,1
物質,粘度物質,1
物質,積層構造クランクメタル,1
物質,硬質クローム,1
物質,発錆水分,1
物質,爆発,1
物質,燃焼燃焼,1
物質,燃焼燃料油,1
物質,熱媒体油,1
物質,点検SOAP-T,1
物質,潤滑状態銅,1
物質,潤滑状態潤滑油,1
物質,潤滑状態樹脂,1
物質,潤滑状態使用油,1
物質,混合油,1
物質,液体,1
物質,油表SOAPEMBEDExcel.Sheet.銅,1
物質,油モービルDTE,1
物質,水車シール油,1
物質,殿トライボ・テックス株式会社コンプレッサー潤滑油分析目的レシプロコンプレッサー潤滑油,1
物質,残渣,1
物質,検討結果潤滑油,1
物質,検出銅,1
物質,検出鉄,1
物質,有機モリブデン,1
物質,更油油,1
物質,更油スラッジ,1
物質,方法供試試料分析項目分析方法-A重油反応JISK動粘度JISK流動点JISK残留炭素分JISK水分JISK灰分JISK硫黄分JISK引火点JISK分析結果表A重油--JISK,1
物質,改善潤滑油,1
物質,摩耗粒子腐食,1
物質,摩耗状態ギヤ油,1
物質,提案潤滑油,1
物質,抜き油,1
物質,抜き取り潤滑油,1
物質,微量水分,1
物質,微粉末,1
物質,循環水ポンプ電動機下部軸受潤滑油,1
物質,影響A-BFP,1
物質,当社UT,1
物質,度精点B,1
物質,年月日:雷,1
物質,対策潤滑油,1
物質,対策油,1
物質,実施水分,1
物質,変色原因≫潤滑油,1
物質,増大鉄,1
物質,回精点B,1
物質,回収油,1
物質,含有金属,1
物質,台金,1
物質,原因物質,1
物質,原因潤滑油,1
物質,原因油,1
物質,前回システム油,1
物質,切削粒子黒錆,1
物質,切削油,1
物質,分解性潤滑油,1
物質,分析銅,1
物質,分析結果精点B,1
物質,分析潤滑油,1
物質,分析スラッジ,1
物質,分析クロム,1
物質,偏芯,1
物質,供給油,1
物質,今回銅,1
物質,亜鉛バリウム鉄,1
物質,主軸偏芯,1
物質,下部軸受潤滑油,1
物質,下部ガイドメタル,1
物質,上部スラストメタル潤滑油,1
物質,リン青銅,1
物質,リットル程度排油,1
物質,ランナーボス油,1
物質,ボンノックM,1
物質,ブレーキ油,1
物質,ファイヤクエルEHC,1
物質,トルコン油,1
物質,トルクコンバータ油,1
物質,トライボ・テックス株式会社コンプレッサー潤滑油分析目的レシプロコンプレッサー潤滑油,1
物質,チベラオイルSA,1
物質,セグメントメタル,1
物質,スラッジ溶解,1
物質,スラッジスラッジ,1
物質,スラスト軸受潤滑油,1
物質,シール油,1
物質,コンクリート微粉末,1
物質,エーテル,1
物質,ウエス,1
物質,アリング,1
物質,アウターレース,1
物質,こと鉛,1
物質,こと潤滑油,1
物質,ppmバリウム,1
物質,WJ,1
物質,SOAP銅,1
物質,SOAP鉛,1
物質,SOAP-Tカルシウム,1
物質,SOAP-TFE,1
物質,SBG,1
物質,PTFE,1
物質,N-号循環水ポンプ電動機下部軸受潤滑油分析目的循環水ポンプ電動機下部軸受潤滑油,1
物質,IR水分,1
物質,GAH,1
物質,D-SOAP鉄,1
物質,3.シリコングリース,1
物質,.MPa,1
物品,異物,4745
物品,機械部品,803
物品,汚染物,619
物品,油中汚染物,561
物品,夾雑物,440
物品,混入異物,410
物品,外部混入異物,339
物品,固形物,330
物品,カルシウム化合物,280
物品,摩耗粒子異物,170
物品,捕捉物,150
物品,ちょう物,124
物品,部品,84
物品,反応生成物,45
物品,劣化物,39
物品,固形異物,25
物品,外部混入物,23
物品,付着物,19
物品,繊維状異物,16
物品,生成物,16
物品,グリース状異物,16
物品,軸受部品,15
物品,外部異物,15
物品,軸受異物,14
物品,スラッジ状異物,14
物品,こと異物,14
物品,内部発生異物,13
物品,油中異物,11
物品,減速機異物,10
物品,分解反応物,10
物品,フィルタ付着物,10
物品,油中夾雑物,8
物品,繊維物,7
物品,素子,7
物品,沈殿物,7
物品,チェック,7
物品,反応生成物反応生成物,6
物品,析出物,5
物品,ストレーナ付着物,5
物品,芳香族化合物,4
物品,結論スラッジ状異物,4
物品,潤滑状態異物,4
物品,対象設備異物,4
物品,同定グリース状異物,4
物品,ポリマ状異物,4
物品,スラッジ状汚染物,4
物品,軸受台金,3
物品,固形カルシウム化合物,3
物品,鉄系シビア粒子異物,2
物品,金属異物,2
物品,重合物,2
物品,粘着物,2
物品,発生カルシウム化合物,2
物品,検討グリース状異物,2
物品,固形付着物,2
物品,前回異物,2
物品,切削粒子異物,2
物品,コンバータストレーナ付着物付着物,2
物品,繊維異物,1
物品,結論外部混入異物,1
物品,残留物,1
物品,棒状異物,1
物品,台金,1
物品,冷却蛇管付着物,1
物品,亜鉛化合物,1
機関,NAS級,3287
機関,潤滑部,2459
機関,金属潤滑部,727
機関,油槽中層部,482
機関,シール部,224
機関,油槽底部,143
機関,継手部,131
機関,管理限界値NAS級,101
機関,摩耗粒子金属潤滑部,98
機関,切削粒子金属潤滑部,87
機関,前回NAS級,85
機関,級,77
機関,摺動部,76
機関,配管取付け部,70
機関,上,64
機関,発電所,57
機関,配管取付部,40
機関,摩耗機構,34
機関,ニッケル部,32
機関,軟質金属部,31
機関,軸受支持部,30
機関,内層部,29
機関,潤滑摺動部,27
機関,エンジン摺動部,26
機関,D級,23
機関,指数部,22
機関,接触部,17
機関,油層中層部,16
機関,メタル支持部,16
機関,軸受潤滑部,14
機関,支持部,12
機関,台金部,12
機関,中層部,12
機関,ツバ部,11
機関,微小突起部,10
機関,鏡面部,9
機関,勘合部,8
機関,下層部,8
機関,データNAS級,8
機関,軸受摺動部,7
機関,下端部,7
機関,レン部,7
機関,フィルタ上,7
機関,軸受部,6
機関,減速機部,6
機関,実数部,6
機関,メタル部,6
機関,ボールネジ部,6
機関,ナトリウム級,6
機関,部,5
機関,減速機構,5
機関,機構,5
機関,指示部,5
機関,内輪部,5
機関,開口部,4
機関,結論軸受潤滑部,4
機関,現象ラビリンスシール部,4
機関,汚染部,4
機関,損傷部,4
機関,外輪部,4
機関,回転摺動部,4
機関,台金接合部,4
機関,保持器部,4
機関,ハスバ歯車機構,4
機関,タンク底部,4
機関,流れ,3
機関,主軸折損部,3
機関,両端部,3
機関,リンク機構,3
機関,ラビリンス部,3
機関,ドレン部,3
機関,タンク上部ストレーナベント部,3
機関,シリンダ摺動部,3
機関,顕微鏡観察コロ部,2
機関,電力センター,2
機関,限界値NAS級,2
機関,金属接触部,2
機関,薄層部,2
機関,潤金属潤滑部,2
機関,接着部,2
機関,接合部,2
機関,前回同様NAS級,2
機関,凝着摩耗部,2
機関,先端部,2
機関,使用上,2
機関,中層部油槽底部,2
機関,中央部,2
機関,下水道施設,2
機関,ラビリンス接触部,2
機関,ミリポアフィルタ上,2
機関,チャート上,2
機関,スプール摺動部,2
機関,サンプル瓶底部,2
機関,ガイドメタルピボット部,2
機関,ガイドベーン部,2
機関,オイルタンク底部,2
機関,こと底部,2
機関,高圧部,1
機関,静止板支持部,1
機関,集油槽底部,1
機関,配管付近油槽底部,1
機関,遊星歯車機構,1
機関,計数汚染度NAS級,1
機関,見かけ上,1
機関,疲労摩耗粒子金属潤滑部,1
機関,潤滑油タンク中層部,1
機関,油槽内底部,1
機関,油槽中槽部,1
機関,油タンク上部蓋開口部,1
機関,水車ランナー部,1
機関,摩擦部,1
機関,接続部,1
機関,採油配管部,1
機関,密着部,1
機関,台金支持部,1
機関,制御機構,1
機関,出口部,1
機関,出口側配管部,1
機関,保持器下端部,1
機関,下部ガイド軸受台金支持部,1
機関,レン管内部,1
機関,マンホール底部,1
機関,ポンプ摺動部,1
機関,ボルト部,1
機関,ホワイトメタル部,1
機関,フィルタ写真上,1
機関,ノズル先端部,1
機関,ドレン弁部,1
機関,スプロール部,1
機関,ストレーナ部,1
機関,シリンダライナ摺動部,1
機関,シビア粒子潤滑部,1
機関,ケース開口部,1
機関,ギヤカップリング部,1
機関,キン部,1
機関,カム/カムローラ部,1
機関,オイルゲージ部,1
機関,オイルクーラー部,1
機関,ことフィルタ上,1
機械,減速機,839
機械,機器,457
機械,機械,374
機械,油濾過機,343
機械,濾過機,249
機械,光学顕微鏡,244
機械,当該機,136
機械,分光器,122
機械,FBKタービン,112
機械,減速機減速機,105
機械,仮設タンク,103
機械,ポンプ,103
機械,油清浄機,89
機械,静電浄油機,78
機械,日石タービン,73
機械,本機,62
機械,式油濾過機,54
機械,主機,49
機械,ドレン,48
機械,摩耗油清浄機,38
機械,増速機増速機,38
機械,増速機,35
機械,対象機器,30
機械,エンジン,28
機械,号機,25
機械,JOMOタービン,25
機械,潤滑状態油清浄機,23
機械,クーラエアベント,22
機械,粘度上昇メカニズム,21
機械,油面計,19
機械,射出成形機,19
機械,発電機,18
機械,EMBEDExcel.Sheet.油清浄機,18
機械,当該機器,16
機械,常用機,16
機械,ケルメット,16
機械,クランクピンメタル,16
機械,粘度低下メカニズム,14
機械,払い出しコンベア,12
機械,手動ポンプ,12
機械,オイルゲージ,12
機械,B号機,11
機械,＃冷却塔減速機,10
機械,天井クレーン,10
機械,メカニズム,10
機械,センサー,10
機械,No.鋳型室油回転ポンプ,10
機械,電子顕微鏡,9
機械,電動サーボ,9
機械,粉炭機,9
機械,濾過装置,9
機械,当該ディーゼルエンジン,9
機械,営業用ディーゼル発電機,9
機械,ディーゼルエンジン,9
機械,油清浄装置,8
機械,油タンク,8
機械,対象機器対象機器,8
機械,対象機,8
機械,変速機,8
機械,使用油JOMORIXタービン,8
機械,他号機,8
機械,素子,7
機械,油圧ポンプ,7
機械,水車発電機,7
機械,とも,7
機械,A号機,7
機械,給油プラグ,6
機械,当社製油濾過装置,6
機械,式油清浄機,6
機械,圧力計,6
機械,分析結果減速機,6
機械,冷凍機,6
機械,フィルタリングシステム,6
機械,タービン,6
機械,タンク,6
機械,コンプレッサー,6
機械,ウォーム減速機,6
機械,配管ドレン,5
機械,背景号AH減速機,5
機械,等級級油清浄機,5
機械,深層式濾過機,5
機械,水車,5
機械,採油機,5
機械,下部ドレン,5
機械,プラグ,5
機械,+％、クーラエアベント,5
機械,潤滑油タンク,4
機械,潤滑ポンプ,4
機械,減少率油濾過機,4
機械,油面継電器,4
機械,油槽上部プラグ,4
機械,油槽ドレン,4
機械,検出FBKタービン,4
機械,日石三菱FBKタービン,4
機械,当社製油濾過濾過装置,4
機械,対象設備減速機,4
機械,実機,4
機械,圧油導入装置,4
機械,励磁機,4
機械,モービルDTEオイルライト,4
機械,オイルリングリテーナー,4
機械,オイルリフター用ポンプ,4
機械,エアーコンプレッサー,4
機械,こと機器,4
機械,○号機,4
機械,No.溶解室油回転ポンプ,4
機械,JOMORIXタービン,4
機械,FBKタービンJOMORIXタービン,4
機械,遠心分離機,3
機械,調速機,3
機械,補助燃料タンク,3
機械,揚水機,3
機械,外部オイルクーラー,3
機械,制御油タンク,3
機械,使用機器,3
機械,作動油タンク,3
機械,グリース分析電動機,3
機械,カムクラッチ,3
機械,オイルクーラー,3
機械,C号機,3
機械,軸受当該機,2
機械,走査型電子顕微鏡,2
機械,給油器具,2
機械,発生メカニズム,2
機械,潤滑状態濾過機,2
機械,潤滑状態ミル減速機,2
機械,潤滑状態A号機減速機,2
機械,潤滑水ポンプ電動機,2
機械,温度計,2
機械,油循環ポンプ配管ドレン,2
機械,油圧装置,2
機械,油圧機器,2
機械,水分計数汚染度重量汚染度光学顕微鏡,2
機械,採油用ポンプ,2
機械,振動計,2
機械,式静電浄油機,2
機械,平衡濃度油濾過機,2
機械,常設濾過機,2
機械,寄せ機No.バイエル・サイクロ減速機,2
機械,圧油ポンプ,2
機械,号機No.冷却塔減速機,2
機械,制御油圧力計,2
機械,人力,2
機械,上昇温度センサー,2
機械,三井TEXタービン,2
機械,メインタービン,2
機械,ブロープラグ,2
機械,ファン,2
機械,スクリューポンプ,2
機械,コスモタービン,2
機械,ケーシング,2
機械,ガスタービン,2
機械,アンバランス発生振動計,2
機械,+.、クーラエアベント,2
機械,電動機,1
機械,開口ポリタンク,1
機械,軸受温度計,1
機械,診断目的ガイドベーン,1
機械,計算油清浄機,1
機械,装用空気圧縮機,1
機械,等級級油濾過機,1
機械,真空採油機,1
機械,発電所号機,1
機械,特急,1
機械,潤滑状態スクリューポンプ,1
機械,潤滑油集合タンク,1
機械,潤滑油ポンプ,1
機械,測定用センサー,1
機械,減速機タンク,1
機械,深層濾過装置,1
機械,深層吸着式濾過機,1
機械,油圧タンク,1
機械,棒ゲージ,1
機械,本機押出減速機,1
機械,採油専用ポンプ,1
機械,採油器具,1
機械,採油ポンプ,1
機械,排油プラグ,1
機械,排水ポンプ,1
機械,循環ポンプ,1
機械,底部ドレン,1
機械,吸引ポンプ,1
機械,原動機,1
機械,切削摩耗サイクロ減速機,1
機械,供給不足減速機,1
機械,仮設潤滑油清浄装置,1
機械,中間軸受ドレン,1
機械,下部プラグ,1
機械,上ニードルサーボ,1
機械,ユニットタンク,1
機械,メインタンク,1
機械,ポリタンク,1
機械,ブレーキ,1
機械,ターニング装置,1
機械,タイプ,1
機械,セルフポンプ,1
機械,スチームタービン,1
機械,サーボモータ,1
機械,コンバータストレーナ,1
機械,ゲート減速機,1
機械,ガイドベーン,1
機械,オイルホワール,1
機械,オイルタンクドレン,1
機械,オイルクーラードレン,1
機械,○○号機,1
機械,X線分析装置,1
機械,No.号機雨水ポンプ,1
機械,No.Aベルトコンベア減速機,1
機械,CBバンバリー減速機,1
機械,Aバー回転式スクリーン減速機,1
機械,+.％、クーラエアベント,1
様相,状態,15908
様相,潤滑状態,9890
様相,可能性,8394
様相,進行状況,4987
様相,油膜切れ,2508
様相,継続使用可能,2062
様相,減少傾向,2062
様相,可能,1965
様相,一般,1488
様相,非常,1455
様相,消泡性能,1449
様相,損傷,1176
様相,傾向,1129
様相,異常,1070
様相,摩耗状態,1013
様相,高温状態,777
様相,高圧状態,650
様相,状況,589
様相,主成分,524
様相,汚染状態,483
様相,傷,416
様相,構造,394
様相,増加傾向,367
様相,劣化状況,347
様相,添加剤成分,328
様相,劣化傾向,319
様相,分散状態,318
様相,バランス,315
様相,物理的性状,277
様相,平衡状態,262
様相,潤滑異常,249
様相,使用状況,249
様相,劣化状態,241
様相,発生状況,235
様相,均一,230
様相,鏡面状態,224
様相,摩耗状況,224
様相,マイルド摩耗潤滑状態,216
様相,流動性,211
様相,このよう,206
様相,特性,195
様相,均衡,192
様相,積層構造,186
様相,材質,182
様相,粘性,181
様相,支障,173
様相,性能,171
様相,構成,170
様相,緩み,160
様相,酸成分,156
様相,追加分析消泡性能,154
様相,回転状況,142
様相,基本特性,141
様相,使用可能,139
様相,成分,135
様相,推奨内容,132
様相,運転状態,126
様相,金属成分,124
様相,健全性,122
様相,シール性,118
様相,動作障害,117
様相,内容,112
様相,摩耗痕,110
様相,混合潤滑状態,106
様相,現状,102
様相,粘着性,101
様相,性状,99
様相,安全,75
様相,上昇傾向,74
様相,適正,73
様相,運転状況,73
様相,汚染状況,73
様相,整備,72
様相,外観,70
様相,耐食性,60
様相,進行状態,53
様相,潤滑状態潤滑状態,52
様相,飽和状態,50
様相,様,48
様相,処置汚染状態,48
様相,不具合,47
様相,メタル成分,45
様相,障害,43
様相,完全,41
様相,動作不良,40
様相,大勢,38
様相,軸受損傷,37
様相,設備状態,36
様相,情報重量汚染度摩耗状態,36
様相,切削痕,35
様相,摩耗機構,34
様相,潤滑不良,33
様相,摩耗状態摩耗状態,31
様相,酸価値,30
様相,検討整備,30
様相,困難,30
様相,通常,27
様相,摩耗潤滑状態,27
様相,若干上昇気味,26
様相,動作状況,26
様相,圧痕,25
様相,摩耗進行状況,22
様相,組成,21
様相,粘度上昇メカニズム,21
様相,惰性,21
様相,測定不能,20
様相,耐熱性,19
様相,流体潤滑状態,19
様相,剥離痕,19
様相,低下傾向,17
様相,初期状態,16
様相,エレメント,16
様相,破壊,15
様相,濾過性能,15
様相,採油状況,15
様相,グリース切れ,15
様相,ギャップ調整,15
様相,軸受異常,14
様相,粘度低下メカニズム,14
様相,回転バランス,14
様相,不良,14
様相,運転可能,13
様相,進展状況,13
様相,分布状態,13
様相,耐摩耗性,12
様相,破損,12
様相,溶存空気,12
様相,危険,12
様相,一律,12
様相,気密性,11
様相,スパイラル状,11
様相,特長,10
様相,均等,10
様相,メカニズム,10
様相,マイルド摩耗状態,10
様相,トラブル,10
様相,高温高圧状態,9
様相,試料状況,9
様相,特徴,9
様相,油圧システム,9
様相,平衡,9
様相,Iカップリング発光分光分析摩耗状態,9
様相,連鎖状態,8
様相,調整,8
様相,混合状態,8
様相,極圧性能,8
様相,情報粘度摩耗状態,8
様相,実態,8
様相,吸引風,8
様相,傾き,8
様相,側面,8
様相,亜鉛成分,8
様相,上昇気味,8
様相,ミスト状,8
様相,黒化原因一般,7
様相,油劣化状況,7
様相,有効性,7
様相,改善状況,7
様相,摩耗粒子潤滑状態,7
様相,酸化劣化状態,6
様相,軸受潤滑状態,6
様相,裏面,6
様相,異物成分,6
様相,状,6
様相,焦げ痕,6
様相,点検内容,6
様相,濾過システム,6
様相,様子,6
様相,層構造,6
様相,危険性,6
様相,別紙Is値上昇傾向,6
様相,切削摩耗潤滑状態,6
様相,一致,6
様相,メタル材質,6
様相,コンディション,6
様相,どのよう,6
様相,良好酸価値,5
様相,粒子数増加傾向,5
様相,粒子分布状態,5
様相,潤滑状態継続使用可能,5
様相,溶解状態,5
様相,減速機構,5
様相,油中粒子増加傾向,5
様相,機構,5
様相,機械要素,5
様相,極圧状態,5
様相,摺動痕,5
様相,弁体,5
様相,年ヶ月使用可能,5
様相,ニッケル成分,5
様相,酸化安定性,4
様相,通り潤滑状態,4
様相,表面損傷,4
様相,線状傷,4
様相,継続使用可能状況,4
様相,継続使用可能状態,4
様相,箇所一般,4
様相,痕,4
様相,潤滑特性,4
様相,消泡性,4
様相,機器運転状態,4
様相,模様,4
様相,摩耗粒子痕,4
様相,接触状態,4
様相,接合状態,4
様相,情報摩耗状態,4
様相,性質,4
様相,妥当性,4
様相,塩基性成分,4
様相,回転具合,4
様相,切削傷,4
様相,使用不能,4
様相,低温状態,4
様相,不可能,4
様相,ハスバ歯車機構,4
様相,ケルメット層成分,4
様相,ギヤ摩耗状態,4
様相,うろこ状,4
様相,RBOT減少傾向,4
様相,軸受劣化状態,3
様相,試料油継続使用可能,3
様相,空気,3
様相,磁性,3
様相,焼損状態,3
様相,潤滑性能,3
様相,歯面損傷,3
様相,故障,3
様相,摩耗傾向,3
様相,急,3
様相,弾性流体潤滑状態,3
様相,年間使用可能,3
様相,分散性,3
様相,分布状況,3
様相,低速状態,3
様相,リンク機構,3
様相,ベアリング損傷,3
様相,バルブ動作不良,3
様相,バランス調整,3
様相,電食非常,2
様相,鉄成分,2
様相,重要性,2
様相,酸価上昇傾向,2
様相,都合,2
様相,通常軸受油槽側面,2
様相,追随性,2
様相,軸受台金側面,2
様相,起動障害,2
様相,貴社都合,2
様相,評価内容,2
様相,親水性,2
様相,表面傷,2
様相,耐酸化性,2
様相,耐摩耗特性,2
様相,線状痕,2
様相,網目構造,2
様相,目的潤滑状態,2
様相,発生メカニズム,2
様相,環境状態,2
様相,焼損事故,2
様相,潤滑特性潤滑特性,2
様相,温度異常,2
様相,減少状況,2
様相,油成分,2
様相,気,2
様相,正確性,2
様相,機能状態,2
様相,機器潤滑状態,2
様相,検討可能,2
様相,格運転状態,2
様相,断熱状態,2
様相,断熱性,2
様相,摩耗進行状態,2
様相,摩耗積層構造,2
様相,摩耗潤滑異常,2
様相,摩耗形態潤滑状態,2
様相,損傷痕,2
様相,損傷状況,2
様相,接触傷,2
様相,排出状態,2
様相,当たり痕,2
様相,弁動作不具合,2
様相,延伸可能,2
様相,層状態,2
様相,安定傾向,2
様相,変化次第,2
様相,回転体,2
様相,回復状況,2
様相,吸湿性,2
様相,単純,2
様相,劣化成分,2
様相,劣化上昇傾向,2
様相,加水安定性,2
様相,傾向監視損傷,2
様相,停止状態,2
様相,供給トラブル,2
様相,使用材質,2
様相,主軸折損,2
様相,不規則,2
様相,上澄み状態,2
様相,一過性,2
様相,ローラ損傷,2
様相,マイルド状態,2
様相,フレーキング痕,2
様相,フィルタ性能,2
様相,フィルタシステム,2
様相,バルブ動作障害,2
様相,スラッジ状,2
様相,スラッジ溶解性,2
様相,スジ状,2
様相,グリース油膜切れ,2
様相,エンジントラブル,2
様相,アンバランス,2
様相,この様,2
様相,.、摩耗状態,2
様相,.mgKOH/g以降上昇傾向,2
様相,高圧高温状態,1
様相,順調,1
様相,酸化状況,1
様相,酸化傾向,1
様相,遊星歯車機構,1
様相,進行具合,1
様相,軸受状態,1
様相,軸受構造,1
様相,茶褐色成分,1
様相,若干増加傾向,1
様相,若干低下傾向,1
様相,考察フラッシング後汚染状態,1
様相,管理限界地,1
様相,目的消泡性能,1
様相,疲労摩耗痕,1
様相,疲労剥離油膜切れ,1
様相,物理性状,1
様相,爆発事故,1
様相,熱安定性,1
様相,濾過エレメント,1
様相,潤滑特性性能,1
様相,潤滑油黒化原因一般,1
様相,潤滑不良ピックアップ取付不良,1
様相,減速機摩耗状態,1
様相,油中金属成分,1
様相,水管トラブル,1
様相,水分離性,1
様相,正規分布状態,1
様相,条痕,1
様相,摩耗発生状況,1
様相,摩耗状,1
様相,接触痕,1
様相,接触状況,1
様相,折損,1
様相,打痕,1
様相,循環システム,1
様相,年間継続使用可能,1
様相,密着性,1
様相,実施異常,1
様相,変化傾向,1
様相,境界潤滑状態,1
様相,塩基成分,1
様相,反応成分,1
様相,劣化特性,1
様相,制御機構,1
様相,内輪側面,1
様相,余寿命評価潤滑状態,1
様相,低下消泡性能,1
様相,付着物成分,1
様相,上昇攪拌,1
様相,スラッジ成分,1
様相,スプール作動異常,1
様相,シリンダ内部汚染状態,1
様相,サンプリング状況,1
様相,ケイ素一般,1
様相,ギャップ調整不良,1
様相,とおり減少傾向,1
植物,ところ,150
植物,樹脂,76
植物,油種,69
植物,レン弁,39
植物,清浄機出口サンプリング弁,17
植物,芯,11
植物,清浄器出口サンプリング弁,6
植物,排油弁,6
植物,電磁弁,5
植物,ブロー弁,5
植物,ホワイトメタル種,4
植物,サンプリング弁,4
植物,油槽下部ドレン弁,3
植物,油タンクドレン弁,3
植物,タンクドレン弁,3
植物,オイルクーラーエア抜き弁,3
植物,軸受油槽ドレーン弁,2
植物,補給弁,2
植物,種,2
植物,油清浄機入口サンプリング弁,2
植物,油タンクブロー弁,2
植物,止弁,2
植物,出口弁,2
植物,リリーフ弁,2
植物,サーボ弁,2
植物,潤滑状態樹脂,1
植物,潤滑油配管ドレン弁,1
植物,清浄器出口ドレン弁,1
植物,油清浄機出口サンプリング弁,1
植物,油冷却器ドレン弁,1
植物,停止弁,1
植物,偏芯,1
植物,主軸偏芯,1
植物,ドレン弁,1
植物,サンプル弁,1
未登録,こと,86190
未登録,良好,17598
未登録,早期発見パラメータ,6399
未登録,m,4035
未登録,さ,3810
未登録,よう,3511
未登録,もの,2408
未登録,同様,2253
未登録,.,1761
未登録,正常,1499
未登録,試料,1244
未登録,ppm,1203
未登録,.mgKOH/g,1188
未登録,油値mm/s,1157
未登録,mm/s,1082
未登録,s,870
未登録,油値.mgKOH/g,832
未登録,フェログラフィー,806
未登録,-％,784
未登録,油メーカ,760
未登録,.mg/ml,758
未登録,mg/ml,695
未登録,min,605
未登録,パラメータ,600
未登録,-.％,584
未登録,+％,536
未登録,-,512
未登録,僅か,440
未登録,ギヤ,380
未登録,酸価値.mgKOH/g,374
未登録,油値.mm/s,366
未登録,±％,365
未登録,メーカ,355
未登録,+.％,336
未登録,個,327
未登録,精点A,299
未登録,cm,274
未登録,正確,238
未登録,mm,235
未登録,数値min,226
未登録,.ppm,226
未登録,マイクロフレーキング,225
未登録,.mm/s,222
未登録,個/ml,200
未登録,検,192
未登録,ヶ月,185
未登録,円滑,166
未登録,L.,160
未登録,％,154
未登録,mgKOH/g,144
未登録,油値mgKOH/g,141
未登録,判断パラメータ,135
未登録,精密,130
未登録,限界値min,125
未登録,良好水分値ppm,113
未登録,~,111
未登録,良好酸価値.mgKOH/g,109
未登録,から,104
未登録,急激,103
未登録,ひとつ,102
未登録,rpm,93
未登録,下表,89
未登録,分の,87
未登録,.cm,86
未登録,フリクションポリマフリクションポリマ,82
未登録,顕著,81
未登録,オーバーレイ,72
未登録,良好水分値.ppm,69
未登録,容易,68
未登録,.％,68
未登録,体積.cm,65
未登録,トライボロジー,64
未登録,RBOTRBOT,64
未登録,-.,64
未登録,過大,63
未登録,頻繁,62
未登録,酸価値mgKOH/g,62
未登録,早急,55
未登録,ヶ月毎,54
未登録,錫濃度ppm,53
未登録,年ヶ月,52
未登録,レン,52
未登録,TS-,52
未登録,体積cm,50
未登録,恒温槽,48
未登録,ml,47
未登録,膜厚,44
未登録,.~％,44
未登録,.mm,44
未登録,採油試料,43
未登録,的確,42
未登録,全て,42
未登録,%,41
未登録,~％,40
未登録,濾過率.,39
未登録,急速,39
未登録,マイルド,37
未登録,変速段数,36
未登録,油値ppm,35
未登録,微妙,35
未登録,式.cm,34
未登録,切削摩耗-~-,33
未登録,支持面積cm,32
未登録,劇的,32
未登録,読み取り,30
未登録,減少率.,30
未登録,ストレーナサイズ,30
未登録,管理限界値mg/ml,28
未登録,念入り,28
未登録,周速,28
未登録,前々回,28
未登録,スプール,28
未登録,グリース値.mgKOH/g,27
未登録,お客様,27
未登録,黒化,26
未登録,型番,25
未登録,良好酸価値mgKOH/g,24
未登録,分析試料,24
未登録,キン,24
未登録,目視,22
未登録,前回同様,22
未登録,今後週間毎,22
未登録,スムーズ,22
未登録,ブッシュ,21
未登録,X線マイクロアナライザー,21
未登録,.min,21
未登録,管理パラメータ,20
未登録,濾過効率％,20
未登録,押込まれ,19
未登録,メタル個,19
未登録,当社製清浄分散剤TS-,18
未登録,トルク,18
未登録,サブミクロンオーダー,18
未登録,ウォームギヤ,18
未登録,酸価同様,17
未登録,油値min,17
未登録,摩耗面積cm,17
未登録,gKOH/g,17
未登録,直ぐ,16
未登録,マイクロピット,16
未登録,ギヤギヤ,16
未登録,dp,16
未登録,.abs/cm,16
未登録,写真a,15
未登録,サイズ毎,15
未登録,Iカップリング発光分光分析法),15
未登録,起動トルク,14
未登録,良好水分値.,14
未登録,摩耗状態トライボロジー,14
未登録,べり,14
未登録,ことフェログラフィー,14
未登録,X線マイクロアナリシス,14
未登録,No.,14
未登録,AH,14
未登録,重要,13
未登録,貴所,13
未登録,油カタログ値.mm/s,13
未登録,クラック,13
未登録,潤滑状態精点A,12
未登録,式cm,12
未登録,供給路,12
未登録,ラミナー・チャンク,12
未登録,適切,11
未登録,規格どおり,11
未登録,粘度範囲~.mm/s,11
未登録,比較用試料,11
未登録,年毎,11
未登録,全量抜き取り分析試料,11
未登録,充分,11
未登録,ギヤカップリング,11
未登録,~.mm/s,11
未登録,fh,11
未登録,No.号機同様,11
未登録,接触点点,10
未登録,シーケンス1,10
未登録,コロ,10
未登録,精確,9
未登録,管理限界値mgKOH/g,9
未登録,稀,9
未登録,無害化,9
未登録,桁違い,9
未登録,条件下,9
未登録,同じ,9
未登録,バインダ,9
未登録,カムローラ,9
未登録,カップリングメーカ,9
未登録,せん断,9
未登録,評価トライボロジー,8
未登録,視野個,8
未登録,摩耗状態ギヤ,8
未登録,定量化,8
未登録,写真~,8
未登録,万個/ml,8
未登録,モービルDTEメディアム,8
未登録,ムラ,8
未登録,マイクロオイルポケット,8
未登録,フレッティングフレッティング,8
未登録,データー,8
未登録,スーパーハイドロA,8
未登録,サブミクロンサイズ,8
未登録,グリース値mgKOH/g,8
未登録,とおり,8
未登録,h,8
